Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Vehicle Type,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,Cooking_With_Microwave,Cooking_With_Grill,Cooking_With_Oven,Cooking_With_Stove,Cooking_With_Airfryer,Recycling_Glass,Recycling_Plastic,Recycling_Paper,Recycling_Metal
0,1,3,1,0,1,0,1,140,1,924,1,6,6,33,19,1,1,0,1,1,0,0,0,0,1
1,1,1,1,3,1,0,0,69,3,1903,3,1,18,22,4,1,0,0,0,0,0,0,1,0,1
1,0,1,2,0,2,4,1,89,1,5509,3,5,6,33,22,2,0,1,1,0,1,0,1,0,1
0,0,0,1,2,2,5,1,262,3,9885,2,3,2,37,7,1,0,0,1,1,0,1,0,1,0
3,0,1,0,2,0,0,1,175,3,12,3,4,20,44,8,1,0,0,0,0,0,0,0,0,0
0,1,1,2,1,2,4,1,97,2,9947,1,7,19,4,8,2,1,1,1,0,1,0,0,0,0
1,0,2,1,0,2,2,1,65,0,6215,3,7,17,33,1,1,0,1,0,0,1,0,1,1,0
1,1,1,3,3,0,0,0,144,2,20,2,3,12,47,20,1,0,1,1,0,1,1,1,1,0
3,0,2,3,0,2,4,1,298,1,6086,0,2,0,46,3,2,0,0,0,1,0,0,0,0,0
3,1,0,3,1,2,2,1,149,0,724,1,4,12,33,14,1,1,0,1,0,0,0,0,0,1
1,0,3,3,2,1,0,1,59,0,1939,3,1,10,37,2,1,1,0,1,1,0,1,1,1,0
0,1,3,2,3,0,0,2,173,0,8,3,6,24,43,15,0,1,0,1,1,0,0,0,0,0
1,0,1,0,2,2,1,1,163,2,8904,2,1,24,16,12,0,0,0,0,0,0,0,0,1,1
3,0,1,0,1,0,0,2,205,3,8,2,4,10,31,1,1,1,1,1,1,1,0,0,1,1
2,0,1,0,1,1,0,1,152,2,830,3,3,10,19,14,2,1,1,1,1,1,1,0,1,0
0,1,2,2,1,2,2,0,57,0,6776,1,4,17,17,0,2,0,1,1,0,1,0,0,1,1
2,1,1,0,3,1,0,0,252,2,465,3,7,24,44,1,0,0,1,0,1,1,0,1,1,0
1,1,1,3,2,0,0,1,254,1,98,2,1,8,5,22,1,0,0,0,0,0,0,1,0,0
0,0,2,0,0,0,0,1,141,0,92,2,2,15,39,5,1,0,1,0,1,1,1,0,1,1
0,1,3,2,3,2,2,0,276,3,8744,2,1,1,23,1,0,0,1,1,1,1,1,1,0,1
2,1,3,1,3,1,0,1,224,2,1263,2,7,24,17,9,2,0,0,0,0,0,0,0,0,1
0,0,0,0,1,0,0,0,112,1,68,3,3,23,2,20,0,1,1,1,0,1,1,1,1,1
1,0,2,2,1,0,0,2,70,0,81,1,3,19,30,18,0,0,1,1,0,1,1,0,1,0
0,0,0,1,3,1,0,2,147,3,708,2,6,16,24,23,2,1,1,0,1,1,1,0,1,1
0,0,0,2,3,1,0,2,290,0,433,3,3,18,15,11,1,1,1,1,1,1,1,1,0,0
1,0,3,1,1,0,0,1,128,1,29,1,1,17,37,12,1,0,1,0,1,1,1,0,0,0
3,0,2,2,1,1,0,0,101,3,1041,0,7,9,22,13,1,0,1,1,1,1,0,1,0,0
1,1,2,2,2,2,1,1,132,2,5653,1,5,0,43,0,1,0,0,0,1,0,1,0,1,0
3,1,2,1,2,2,5,2,248,0,7434,1,4,9,27,1,0,0,1,1,0,1,0,0,0,1
0,1,0,0,0,0,0,0,81,1,25,0,3,0,18,0,0,1,1,1,0,1,1,0,0,1
3,0,1,1,2,2,2,2,260,2,9700,1,6,18,34,16,1,0,0,1,1,0,0,1,0,0
3,1,1,1,3,1,0,1,136,1,1934,3,2,9,7,13,1,1,1,1,0,1,1,1,1,0
2,0,1,3,2,1,0,2,88,1,1755,1,1,23,45,13,2,1,0,0,0,0,0,0,1,1
0,0,1,2,1,0,0,2,210,2,36,1,4,11,40,17,0,0,0,1,1,0,0,0,0,1
2,1,1,3,2,2,2,1,213,2,3014,3,6,6,2,11,2,1,1,0,1,1,1,0,0,1
0,0,2,1,0,2,3,0,204,3,5787,0,5,11,17,1,2,1,0,1,1,0,0,1,1,1
1,0,3,3,0,0,0,2,268,0,48,3,5,15,36,13,2,0,1,0,0,1,1,1,0,0
3,1,1,1,3,0,0,1,169,0,81,0,4,10,14,9,1,1,0,1,0,0,0,0,0,0
0,1,2,3,3,1,0,0,200,1,1360,1,6,16,38,22,1,1,1,0,0,1,1,0,0,1
0,0,1,2,2,1,0,1,104,1,1738,3,2,20,15,6,1,0,0,1,0,0,0,1,1,0
3,0,3,3,1,0,0,2,251,3,62,2,4,19,22,8,2,0,1,1,0,1,0,1,0,1
1,0,0,1,2,2,4,2,213,1,7174,3,2,5,44,20,0,1,1,0,1,1,0,0,0,1
0,0,3,2,0,2,5,2,89,3,5030,3,5,4,45,24,2,1,1,1,0,1,0,0,0,1
0,1,2,3,2,0,0,0,186,2,58,1,3,17,25,20,0,1,0,1,1,0,1,0,0,0
1,1,1,2,0,1,0,0,243,3,1878,2,6,10,27,22,0,1,1,0,0,1,1,0,1,1
3,0,3,2,2,1,0,2,158,3,821,0,1,0,25,17,0,0,1,0,0,1,1,0,0,0
3,1,3,0,3,1,0,2,253,2,1342,3,1,7,38,4,0,1,1,0,1,1,0,1,0,1
1,0,2,1,1,2,1,0,223,0,6727,2,4,19,46,24,2,1,0,0,1,0,0,0,0,1
2,1,1,2,0,1,0,1,238,1,44,2,2,9,6,23,1,1,0,0,1,0,0,1,0,0
0,1,3,0,3,1,0,0,84,2,35,3,1,15,29,4,0,0,0,1,1,0,0,0,0,0
0,0,3,1,1,1,0,0,244,2,1907,2,4,9,36,4,1,1,0,0,0,0,0,0,1,1
3,0,1,0,1,1,0,1,261,3,117,2,5,2,16,21,0,0,0,0,1,0,1,1,1,1
2,1,3,0,0,0,0,0,62,2,41,2,3,14,21,8,0,1,1,1,0,1,0,1,0,0
0,1,3,0,3,2,4,0,181,1,7804,0,3,22,28,2,2,0,0,1,1,0,0,1,1,1
1,0,1,2,0,2,1,2,235,3,5659,1,7,7,19,6,1,0,0,1,0,0,1,0,0,1
1,0,0,2,0,0,0,0,285,3,6,1,4,9,8,10,0,0,1,1,1,1,0,1,1,1
3,1,0,1,1,1,0,1,95,2,1636,3,4,14,22,23,1,1,0,0,1,0,0,0,1,0
1,1,2,2,3,2,3,0,200,1,2678,0,1,1,7,1,1,1,0,1,1,0,1,1,0,0
3,1,0,0,3,1,0,2,116,1,1709,0,3,2,34,1,2,1,1,1,0,1,1,0,0,1
3,0,0,3,3,2,4,0,123,1,647,2,6,2,4,24,1,0,1,0,0,1,0,0,0,0
3,1,1,0,0,1,0,0,284,3,1965,3,2,22,39,7,1,0,1,1,0,1,1,0,1,1
2,0,2,1,0,0,0,0,258,1,59,1,5,19,34,5,2,0,1,0,0,1,1,1,1,1
0,0,0,1,0,0,0,1,101,1,81,3,2,19,36,3,0,0,0,0,0,0,0,1,1,1
1,1,1,1,1,1,0,1,252,0,321,1,4,4,32,9,2,1,1,1,0,1,1,0,0,1
2,0,0,3,1,0,0,1,110,0,49,1,6,21,12,8,0,0,1,1,1,1,0,1,0,0
1,1,2,1,3,0,0,1,215,0,80,1,7,18,33,18,1,1,0,0,1,0,1,1,1,1
3,0,0,2,1,0,0,2,193,3,67,2,1,13,49,15,1,0,1,0,1,1,0,1,0,1
3,0,0,3,3,0,0,2,97,0,28,2,7,6,7,2,0,1,0,1,1,0,1,1,1,1
2,0,3,3,1,0,0,1,214,0,12,1,4,3,36,12,2,0,0,0,1,0,1,1,0,0
3,0,2,0,3,1,0,1,106,3,10,0,1,10,36,22,2,1,0,1,1,0,0,1,0,1
1,0,2,1,2,0,0,2,215,3,54,1,1,15,35,12,2,0,1,0,1,1,1,1,1,0
1,1,1,0,0,0,0,1,100,1,26,0,5,13,49,5,1,0,1,0,1,1,0,1,1,0
1,1,2,3,0,0,0,2,152,1,71,1,4,16,40,5,0,1,1,1,0,1,1,1,1,0
2,0,3,3,2,1,0,1,156,3,1153,0,4,13,2,22,2,0,1,1,0,1,0,0,1,1
1,0,1,2,0,1,0,2,111,3,1839,3,6,3,9,15,2,1,0,1,1,0,1,0,1,0
1,0,2,2,3,2,1,1,178,3,8620,2,1,9,23,21,1,0,1,0,1,1,1,1,0,1
1,0,3,2,3,2,3,1,105,0,2173,1,4,21,4,8,1,1,1,1,1,1,0,0,0,1
1,1,3,1,2,0,0,0,227,1,50,2,7,15,32,24,2,1,1,0,0,1,1,1,0,0
3,1,3,2,2,0,0,1,126,3,82,0,5,5,37,24,2,0,0,0,1,0,0,1,0,1
2,0,1,1,2,0,0,0,241,2,49,0,7,6,22,9,2,1,0,0,0,0,1,1,1,1
3,0,2,0,0,0,0,2,259,3,25,2,4,13,38,17,0,1,1,1,0,1,1,0,1,1
3,1,1,1,1,0,0,1,72,2,56,2,1,14,15,17,0,1,0,1,0,0,0,0,1,1
3,0,0,1,0,1,0,0,118,1,1552,3,3,13,2,23,0,0,0,0,1,0,0,1,0,0
1,0,1,2,3,0,0,2,222,1,24,3,1,11,21,0,2,0,1,1,0,1,0,0,1,1
0,1,0,2,0,1,0,2,265,2,1802,3,1,2,38,6,1,1,0,0,0,0,1,0,1,1
3,1,3,3,3,0,0,1,157,0,89,1,5,12,13,3,1,0,1,0,0,1,0,1,0,1
0,1,1,0,0,2,2,0,131,1,2490,2,4,24,27,8,1,0,1,1,1,1,0,1,1,0
2,1,0,1,2,1,0,0,163,1,320,0,2,13,9,7,2,0,1,0,0,1,1,0,0,1
1,0,3,1,0,1,0,1,204,0,28,0,6,22,36,13,0,1,0,0,1,0,1,1,0,0
3,0,0,0,2,0,0,2,111,3,28,2,7,4,2,10,1,0,0,1,1,0,0,1,1,1
0,0,0,0,0,1,0,0,155,2,1962,0,6,2,14,6,2,1,0,1,1,0,1,1,1,0
3,1,1,3,3,2,1,2,63,0,8953,2,1,12,27,6,0,0,1,0,1,1,1,1,1,0
0,1,1,3,0,2,4,2,210,1,1668,0,7,14,27,12,2,1,0,1,1,0,1,1,1,1
2,0,2,3,2,1,0,2,231,3,1474,3,2,21,33,2,0,0,1,0,1,1,0,0,1,1
0,0,0,2,2,2,1,0,111,2,6340,2,4,8,44,9,0,0,1,1,1,1,0,1,1,1
2,1,3,1,3,0,0,2,80,1,5,1,4,19,46,23,2,0,0,1,0,0,1,1,1,0
1,1,3,2,2,2,1,1,160,2,243,0,4,7,7,24,1,1,1,0,1,1,0,0,1,0
3,1,1,1,1,2,1,2,115,0,6828,2,2,8,17,22,2,1,0,1,1,0,1,0,0,1
0,1,1,1,3,1,0,0,96,0,855,0,3,17,13,17,1,0,1,1,1,1,0,0,0,1
2,1,0,2,3,1,0,2,141,0,545,0,6,22,8,23,2,0,1,0,1,1,1,1,0,1
0,1,2,3,0,1,0,2,165,0,555,1,1,5,48,7,0,0,1,0,1,1,0,0,0,0
3,1,2,2,0,1,0,1,125,2,180,2,4,1,26,12,1,0,1,0,1,1,1,0,0,0
1,0,2,0,0,2,2,0,137,1,3571,3,7,5,45,9,2,1,1,0,1,1,0,0,0,1
0,0,3,0,3,0,0,2,239,1,74,1,1,13,8,23,0,1,1,1,1,1,0,0,1,1
2,1,2,3,3,0,0,0,256,1,65,3,3,17,0,8,1,0,0,1,0,0,1,0,0,0
3,1,3,3,0,2,5,1,245,0,8371,3,6,21,46,11,0,1,0,1,0,0,1,1,1,0
1,1,1,1,1,1,0,0,157,0,1724,3,4,15,28,8,2,0,1,0,0,1,1,1,1,0
3,0,0,0,1,0,0,1,247,2,45,1,6,12,15,18,2,0,0,0,0,0,1,0,1,0
0,1,2,0,3,1,0,2,255,1,1489,3,6,17,37,19,0,0,1,1,1,1,1,0,0,0
1,0,3,2,1,1,0,0,97,2,686,3,1,7,30,21,1,1,1,1,0,1,1,0,0,1
0,1,0,0,2,0,0,0,201,2,70,1,4,19,18,20,1,1,1,0,0,1,0,0,0,0
0,1,2,1,3,2,3,2,171,3,5459,2,6,3,42,18,1,1,1,1,0,1,1,1,1,0
3,1,0,0,1,0,0,0,146,0,80,2,7,10,23,14,2,1,0,0,1,0,1,0,1,1
0,1,1,0,1,2,2,1,248,3,7685,3,4,12,8,16,0,0,1,1,0,1,0,1,1,1
3,0,3,2,1,1,0,2,270,2,457,0,3,21,7,4,1,1,1,0,0,1,1,1,1,0
2,1,0,2,2,1,0,2,122,3,1322,2,2,16,23,15,2,0,0,0,0,0,1,1,0,0
0,1,3,3,3,2,2,0,203,1,1405,2,2,16,46,10,2,1,1,0,1,1,1,1,1,1
1,1,3,0,1,2,4,2,279,2,3142,3,7,1,14,9,2,1,0,1,1,0,0,1,0,0
0,0,2,2,2,1,0,2,93,2,1639,3,4,18,29,6,0,0,1,1,1,1,0,1,1,0
0,0,3,3,3,0,0,0,113,0,75,0,1,13,6,20,0,0,0,0,0,0,0,1,0,0
3,1,0,2,0,2,3,0,136,3,7708,3,7,1,20,11,2,1,0,0,1,0,1,1,0,0
2,1,1,1,3,0,0,0,212,3,43,1,4,24,15,4,0,0,0,0,0,0,1,1,0,1
1,1,1,3,2,1,0,1,276,2,1397,0,4,7,11,23,2,1,1,1,0,1,1,0,1,1
3,1,2,1,0,0,0,0,268,1,53,2,1,13,49,15,1,1,0,0,0,0,0,1,0,1
2,1,1,1,1,0,0,1,158,2,83,2,4,17,42,8,1,1,0,1,0,0,1,1,0,1
0,1,1,3,2,2,3,2,123,1,3288,0,6,10,14,9,0,1,1,1,1,1,0,0,0,1
0,1,1,2,3,2,4,0,171,1,8405,3,3,19,32,19,2,1,0,1,0,0,0,0,0,1
3,0,2,2,1,2,1,1,50,2,1838,3,4,15,43,10,2,0,1,0,1,1,1,1,1,0
1,1,0,0,0,0,0,1,134,0,3,3,2,13,22,3,2,1,0,1,1,0,0,0,1,1
3,0,1,2,0,1,0,0,140,2,1579,2,6,16,21,13,1,1,1,0,1,1,0,0,0,0
2,0,0,1,2,0,0,1,242,3,45,2,5,13,19,0,0,0,0,1,1,0,0,1,0,1
2,1,0,0,0,2,3,0,78,2,7135,2,4,16,40,4,1,0,0,1,0,0,1,0,0,0
1,0,0,2,1,0,0,1,149,0,63,3,5,19,10,17,2,0,1,0,0,1,1,1,0,1
3,1,2,1,1,0,0,2,119,0,1,2,7,10,14,0,0,1,0,0,0,0,1,0,0,1
0,0,2,0,3,0,0,1,151,0,60,2,5,8,18,7,2,1,1,1,1,1,0,0,0,0
1,0,0,3,1,1,0,2,53,0,1787,0,4,6,42,18,1,1,1,0,1,1,0,1,1,1
1,0,0,2,2,2,4,1,77,2,9095,1,7,6,48,11,0,1,1,0,1,1,1,0,0,0
1,1,2,0,2,1,0,0,284,0,635,3,1,20,23,9,1,0,1,1,0,1,1,0,1,1
3,0,3,0,3,0,0,2,221,0,56,3,2,22,34,12,1,1,0,1,1,0,1,1,0,0
3,1,3,1,0,2,1,1,164,0,9030,2,6,19,23,0,1,1,0,0,1,0,0,1,1,0
3,1,2,2,1,1,0,0,61,0,1159,3,2,19,39,19,2,1,1,1,0,1,1,0,1,0
3,1,2,2,0,1,0,2,66,1,23,1,3,12,45,17,0,1,0,0,1,0,1,0,1,1
0,1,0,3,3,1,0,0,57,2,1398,0,4,16,25,20,1,1,0,0,1,0,1,1,1,0
0,1,1,3,0,2,4,0,206,2,4477,3,6,9,37,5,2,0,0,0,0,0,1,1,1,0
3,0,2,1,3,1,0,1,104,0,174,0,6,0,15,0,1,0,1,1,0,1,1,0,0,0
3,0,0,2,1,0,0,2,177,1,38,1,7,21,29,11,1,0,0,1,1,0,1,1,1,1
2,1,2,1,3,1,0,1,123,3,1318,1,3,17,30,3,0,0,1,1,1,1,0,1,1,0
3,1,3,3,0,0,0,1,180,3,69,1,1,12,26,8,1,1,1,0,1,1,0,1,1,1
0,0,2,2,0,0,0,2,98,1,27,1,3,17,6,22,2,0,1,0,1,1,1,0,0,0
3,0,3,2,0,1,0,0,235,2,1360,1,5,13,9,2,0,0,0,1,1,0,0,0,0,0
1,0,1,1,3,2,4,1,127,2,9280,2,6,21,36,12,2,1,0,1,1,0,0,0,1,0
2,1,3,3,3,2,3,0,266,3,3338,0,4,3,35,6,0,0,0,0,1,0,0,1,1,0
2,0,1,3,3,1,0,0,206,2,1959,0,6,16,35,7,2,1,1,1,0,1,1,1,0,1
0,0,2,0,0,0,0,2,268,1,9,0,7,3,29,6,0,0,1,0,0,1,0,1,0,1
2,1,1,1,2,0,0,1,81,1,62,2,5,14,25,0,1,1,0,0,1,0,1,0,1,0
2,0,3,1,3,2,2,1,172,3,4389,2,3,12,22,7,2,0,1,0,1,1,0,0,0,1
3,1,2,1,2,2,5,1,155,2,8387,1,7,9,42,13,2,1,0,1,0,0,0,0,1,1
3,1,1,1,1,0,0,2,223,3,34,0,2,2,16,9,1,0,0,0,1,0,0,1,0,1
3,0,1,1,3,0,0,0,99,3,9,1,2,10,26,2,1,1,0,0,0,0,1,1,1,0
3,0,1,0,1,1,0,2,179,0,317,3,7,16,35,17,0,1,0,1,0,0,0,0,1,0
0,0,0,2,0,1,0,0,264,3,575,2,2,15,28,15,2,1,0,0,1,0,0,0,0,1
3,1,3,1,0,1,0,2,76,0,368,1,5,19,32,11,0,1,0,0,1,0,1,1,0,1
3,0,0,3,2,1,0,0,186,3,872,1,3,4,26,1,2,0,0,1,1,0,0,0,0,0
0,1,3,1,1,2,2,1,198,2,7323,1,5,0,35,13,1,1,1,1,0,1,0,0,0,0
3,0,2,0,1,0,0,2,220,0,88,0,2,12,50,18,1,0,1,1,1,1,0,1,0,1
2,0,3,2,1,2,1,2,81,3,9216,3,2,21,12,1,2,1,0,0,0,0,0,1,0,0
0,0,2,3,1,2,5,2,214,2,7245,3,4,17,22,15,0,1,1,1,1,1,0,1,1,1
1,1,0,0,0,2,2,2,159,3,9536,2,5,14,15,19,2,0,1,1,0,1,0,1,0,1
2,0,0,3,1,1,0,1,174,2,1723,1,6,1,48,12,2,0,0,0,1,0,1,0,1,0
2,0,1,2,1,2,3,0,105,1,4031,1,1,1,43,7,0,0,1,0,0,1,0,0,0,0
1,0,1,0,1,1,0,2,188,2,284,2,1,17,3,24,1,0,1,1,0,1,0,1,0,0
2,1,0,2,1,0,0,2,254,0,54,3,7,18,27,24,2,1,1,0,1,1,0,1,1,1
2,0,3,1,3,2,5,0,91,2,6868,2,5,17,22,1,2,0,1,1,0,1,0,0,1,1
1,0,3,0,2,0,0,0,168,0,75,1,3,5,10,18,2,0,0,1,1,0,0,0,1,1
3,1,3,1,2,1,0,0,276,3,1764,2,2,10,20,19,1,1,1,0,1,1,0,1,1,1
2,0,1,1,2,0,0,2,99,3,7,1,5,0,50,18,1,0,0,0,0,0,1,0,0,1
1,0,1,1,1,2,4,1,176,0,6053,3,2,2,33,17,2,1,1,1,1,1,0,0,0,1
0,0,2,3,1,0,0,1,275,2,11,2,3,16,32,7,0,0,1,0,0,1,1,1,0,1
2,0,2,2,3,1,0,1,260,0,110,1,3,21,20,10,0,0,1,1,1,1,0,0,1,1
0,0,3,1,2,0,0,0,276,0,97,1,2,11,1,5,1,0,0,1,0,0,0,0,1,0
0,1,1,0,1,1,0,2,238,0,1143,1,2,1,34,7,0,0,0,0,0,0,0,0,1,1
3,1,0,0,3,2,3,1,242,3,812,0,5,17,38,16,0,1,0,1,0,0,0,1,0,1
1,0,3,3,3,0,0,2,237,0,16,3,6,21,31,1,1,0,1,1,0,1,1,0,1,0
1,0,3,3,3,0,0,0,79,1,26,0,5,1,40,22,0,1,1,1,0,1,0,0,1,0
1,1,0,2,3,0,0,1,66,1,65,0,3,12,2,8,0,1,1,1,0,1,0,1,1,0
0,0,1,2,1,1,0,2,210,3,1924,1,7,12,30,6,2,0,0,1,1,0,1,0,0,1
0,0,2,0,1,0,0,0,173,0,19,2,4,14,36,11,0,1,1,0,0,1,0,0,1,0
0,0,3,0,2,2,4,2,226,1,1034,2,2,11,34,18,1,0,0,1,1,0,0,1,0,1
2,0,2,2,0,0,0,2,148,2,43,0,2,11,24,20,2,0,1,0,0,1,0,1,0,1
1,0,3,0,3,2,2,2,149,2,4711,1,3,0,22,9,0,1,1,0,1,1,0,1,1,0
3,1,2,2,3,0,0,1,59,0,23,2,4,3,19,19,2,1,0,0,1,0,1,1,0,0
3,0,0,3,1,0,0,0,172,3,73,2,5,16,24,16,2,1,0,1,1,0,0,0,1,0
0,1,1,0,1,1,0,1,166,1,1838,1,5,6,34,9,2,0,0,1,1,0,0,0,0,1
1,0,2,1,2,1,0,2,283,3,970,3,6,18,28,6,0,0,1,1,0,1,0,1,1,1
0,1,0,1,0,2,2,2,184,1,4493,0,7,10,48,14,0,0,0,0,0,0,0,1,1,1
0,0,3,2,2,0,0,2,191,3,89,3,7,15,47,13,0,0,1,0,0,1,0,1,1,0
0,0,2,2,0,0,0,2,103,1,47,2,6,6,7,8,1,0,1,0,1,1,0,0,1,0
3,0,3,1,2,0,0,0,183,0,26,2,1,21,11,0,2,0,1,1,1,1,1,1,0,1
3,0,1,3,1,2,1,0,289,0,3737,2,6,12,22,3,1,1,1,1,0,1,0,0,0,1
2,0,3,0,1,2,3,0,264,2,3829,3,5,14,15,18,1,1,1,0,0,1,1,0,1,0
0,1,0,2,2,0,0,2,239,2,45,2,5,20,38,22,0,0,1,1,0,1,1,1,1,0
2,1,1,2,3,0,0,2,262,1,16,3,4,20,36,18,2,1,0,0,1,0,1,1,1,0
2,1,2,1,1,1,0,0,69,3,1025,2,1,22,16,24,0,1,0,0,0,0,1,1,1,0
3,0,2,1,0,0,0,0,123,0,68,3,4,3,30,4,0,1,0,1,0,0,1,0,1,0
0,1,0,3,1,2,1,1,106,3,9350,0,5,13,27,12,0,1,0,0,0,0,0,0,0,1
3,0,3,0,0,0,0,0,77,1,25,0,6,4,7,22,0,0,0,1,1,0,0,1,1,0
1,0,3,1,0,1,0,2,156,2,646,1,7,0,44,12,1,1,0,1,0,0,1,1,1,0
1,0,2,2,2,2,5,2,155,3,3964,3,2,18,7,20,1,1,1,1,1,1,0,1,1,1
2,1,1,3,3,1,0,0,73,2,380,2,1,1,35,3,2,1,0,1,1,0,1,1,0,0
2,1,0,1,3,0,0,1,74,0,31,2,7,11,13,1,2,1,0,0,1,0,0,1,0,1
3,0,0,0,1,1,0,2,289,3,1276,1,6,23,30,18,1,1,0,0,1,0,1,1,1,0
1,1,0,1,2,2,2,0,70,1,9914,3,1,14,33,6,1,1,0,0,0,0,0,1,1,0
1,0,0,0,2,0,0,2,79,1,54,1,5,23,39,9,1,1,0,1,0,0,1,0,1,0
2,1,0,3,0,0,0,2,264,2,64,0,3,13,41,5,0,1,0,0,1,0,0,1,1,0
2,0,1,3,0,1,0,0,70,0,829,1,7,18,5,5,0,0,0,1,1,0,1,0,1,1
2,1,3,3,0,0,0,2,231,1,61,1,2,17,17,6,1,1,0,1,0,0,1,1,1,1
0,1,1,1,2,2,4,0,181,0,7885,1,1,0,39,6,0,0,0,1,0,0,1,0,0,0
1,1,0,0,2,1,0,0,100,2,331,2,2,9,33,15,0,1,1,0,0,1,0,0,1,0
3,0,0,0,3,0,0,0,123,1,98,2,7,19,46,1,2,1,0,1,0,0,0,0,1,1
3,1,2,1,0,2,2,2,296,3,1050,0,2,12,17,12,0,1,0,0,1,0,0,1,1,0
1,0,2,0,0,1,0,2,279,3,1557,2,1,22,39,14,2,1,1,0,1,1,1,1,0,1
0,1,0,1,1,0,0,1,169,3,28,2,2,0,39,8,1,1,0,0,1,0,0,0,0,1
0,1,2,1,0,2,5,1,298,1,5914,3,1,13,21,9,2,0,1,1,1,1,1,1,1,0
1,0,0,1,1,1,0,1,220,1,790,2,4,6,34,8,0,0,0,1,0,0,0,0,1,1
2,1,3,2,0,0,0,1,105,3,73,0,2,22,23,11,1,1,0,0,0,0,1,1,1,1
2,0,0,0,2,1,0,1,287,2,1419,3,2,15,5,11,1,1,1,0,1,1,0,1,0,0
0,0,1,3,3,1,0,2,236,3,1585,3,3,1,42,23,0,1,1,1,0,1,0,1,1,1
3,0,3,1,0,2,4,0,285,1,1131,1,5,18,14,8,0,1,0,1,1,0,1,1,0,1
0,0,3,0,0,2,5,1,202,3,8413,2,2,10,11,5,1,1,0,0,0,0,1,1,0,1
0,0,1,0,1,1,0,1,54,2,1768,2,6,10,20,3,1,1,0,0,1,0,0,0,1,0
2,0,1,1,1,0,0,1,207,2,37,2,5,20,35,7,1,1,0,0,0,0,1,0,1,0
3,1,3,2,3,0,0,2,185,3,69,3,6,20,25,16,2,0,1,1,1,1,0,0,0,1
1,0,2,1,1,0,0,1,228,3,34,2,4,15,50,18,1,0,1,0,1,1,0,1,1,0
3,1,0,2,0,1,0,0,84,1,922,0,7,10,39,1,0,1,0,1,0,0,1,1,0,1
0,0,1,0,2,2,1,0,63,2,2977,0,7,14,7,1,1,1,1,0,0,1,0,0,0,1
0,1,0,0,0,2,2,0,91,0,2996,2,4,14,3,5,2,1,0,1,1,0,0,1,1,1
0,0,1,0,1,2,5,0,217,1,6360,0,1,16,8,18,0,0,0,0,0,0,0,1,0,0
2,1,2,0,1,1,0,2,235,1,1278,0,3,5,30,17,2,0,1,1,1,1,1,0,0,0
2,0,0,2,2,2,1,1,163,2,4779,0,1,24,28,23,1,0,0,1,0,0,0,1,0,1
1,0,0,3,2,1,0,2,136,2,1491,0,3,1,38,22,0,0,0,1,1,0,1,1,1,1
0,0,0,0,0,1,0,0,174,2,1612,1,6,10,36,11,0,1,0,1,0,0,0,1,1,0
0,1,3,0,0,2,3,0,120,0,6331,0,3,7,38,24,0,0,1,0,0,1,1,1,1,0
1,0,3,0,0,2,3,0,184,3,9136,2,7,7,27,11,1,0,1,0,1,1,1,0,1,1
1,1,3,3,0,0,0,2,276,3,29,1,6,8,46,23,0,1,1,1,1,1,0,1,0,1
1,0,0,2,0,0,0,1,250,3,35,3,2,4,26,17,1,0,0,0,0,0,0,1,1,0
0,0,2,0,1,0,0,0,61,3,60,1,7,18,45,13,2,0,0,1,0,0,1,0,1,1
2,1,2,0,3,2,2,1,234,1,7128,1,7,13,46,12,1,0,0,1,1,0,1,1,0,0
2,0,3,3,0,2,5,2,109,3,6906,0,4,12,44,20,1,0,1,1,1,1,1,1,0,0
2,1,1,1,1,0,0,0,254,2,14,1,1,10,45,17,0,0,1,1,1,1,0,1,0,1
1,0,3,2,2,2,2,2,93,2,6238,2,6,8,26,24,0,0,1,1,0,1,1,0,0,1
2,0,3,1,1,0,0,1,288,0,82,3,2,2,3,5,1,0,0,0,1,0,1,1,1,1
3,0,1,2,2,0,0,1,121,0,97,1,5,12,18,24,2,1,1,1,0,1,0,0,0,1
1,0,1,0,0,2,1,2,293,3,6668,3,2,5,27,14,1,1,1,0,1,1,1,1,0,0
2,1,2,3,2,2,5,1,72,2,5806,0,4,15,7,17,0,1,1,0,0,1,1,1,1,0
1,1,2,3,0,2,4,0,109,2,201,3,5,14,9,3,2,0,0,0,1,0,0,0,0,1
0,0,0,1,2,1,0,1,229,2,1041,1,7,8,18,19,2,0,1,1,1,1,0,1,0,1
3,0,1,1,2,1,0,2,258,0,1365,3,6,3,16,11,0,1,1,0,0,1,1,1,0,1
1,1,2,0,3,0,0,0,91,1,84,1,6,1,32,16,1,1,0,0,0,0,1,0,1,0
1,0,0,2,2,1,0,2,75,1,820,2,5,15,42,15,1,0,0,0,1,0,1,0,1,0
3,0,3,2,0,1,0,0,265,1,1505,3,5,14,24,22,1,1,0,1,0,0,1,1,1,0
1,1,1,1,0,0,0,0,146,0,78,0,5,12,45,20,2,1,0,1,1,0,0,0,1,0
3,0,3,3,0,2,3,1,182,3,631,3,5,15,14,12,0,0,1,1,1,1,1,0,0,1
